銘柄コード,銘柄名,終値,RSI,MACD,Signal,判定,反発確度スコア
5214.T,日本電気硝子,5576.0,17.2,-200.285,-146.781,判定なし,20
5332.T,TOTO,7451.0,26.2,-27.627,120.472,判定なし,20
5406.T,神戸製鋼所,1934.0,61.1,-1.751,-10.146,判定なし,20
5713.T,住友金属鉱山,6794.0,36.3,-400.742,-397.012,判定なし,10
5802.T,住友電気工業,2249.0,25.1,-157.27,-120.995,判定なし,20
5803.T,フジクラ,4472.0,29.6,-142.75,-36.666,判定なし,20
5901.T,東洋製罐グループHD,4053.0,38.3,25.48,44.955,25MAタッチ（反発候補）,40
6099.T,エラン,785.0,63.9,16.012,13.221,判定なし,20
6301.T,コマツ,6251.0,47.2,-45.565,-32.487,判定なし,0
6367.T,ダイキン工業,24500.0,50.6,317.842,432.495,25MAタッチ（反発候補）,30
6471.T,日本精工,1097.5,40.3,-15.36,-10.814,判定なし,0
6473.T,ジェイテクト,2039.5,50.5,16.677,20.702,判定なし,0
6503.T,三菱電機,5370.0,35.6,-105.955,-66.207,判定なし,10
6504.T,富士電機,12110.0,27.6,-462.542,-359.912,判定なし,20
6506.T,安川電機,5116.0,29.9,-341.171,-108.153,判定なし,20
6586.T,マキタ,5568.0,41.7,-14.179,16.005,判定なし,0
6645.T,オムロン,5309.0,42.7,-48.312,12.255,判定なし,0
6674.T,ジャパンディスプレイ,5572.0,22.7,-219.313,-116.299,判定なし,20
6723.T,ルネサスエレクトロニクス,3822.0,27.1,-54.265,71.598,判定なし,20
6752.T,パナソニックHD,3993.0,38.9,60.383,144.071,判定なし,10
6754.T,アンリツ,3654.0,33.4,-98.58,-35.353,判定なし,10
6762.T,TDK,2968.0,24.6,-136.565,-66.111,判定なし,20
6770.T,アルプスアルパイン,2058.5,54.2,-6.279,-11.678,判定なし,20
6841.T,横河電機,5468.0,45.6,57.558,90.466,判定なし,0
6857.T,アドバンテスト,27505.0,36.7,20.613,315.263,判定なし,10
6954.T,ファナック,6637.0,43.0,-144.948,-106.421,判定なし,0
6971.T,京セラ,3556.0,52.4,36.707,72.733,判定なし,0
7011.T,三菱重工業,3681.0,51.4,-18.344,-19.041,判定なし,20
7012.T,川崎重工業,2604.5,36.2,-82.498,-63.626,判定なし,10
7201.T,日産自動車,329.3,67.9,-4.62,-8.452,ボックス上限タッチ（天井候補）,20
7267.T,ホンダ,1535.5,58.9,29.06,29.742,判定なし,0
7270.T,SUBARU,2534.0,66.9,12.7,8.629,判定なし,20
7731.T,ニコン,2198.5,53.5,53.456,58.613,25MAタッチ（反発候補）,30
7733.T,オリンパス,1771.5,55.9,14.455,10.022,判定なし,20
7751.T,キヤノン,4466.0,81.1,56.814,35.489,ボックス上限タッチ（天井候補）,20
8031.T,三井物産,4662.0,58.7,-71.401,-119.373,25MAタッチ（反発候補）,50
8113.T,ユニ・チャーム,975.2,59.4,12.189,11.817,判定なし,20
8267.T,イオン,1395.0,52.7,-0.849,-4.827,判定なし,20
8308.T,りそなHD,2224.5,62.3,58.741,60.296,25MAタッチ（反発候補）,30
8411.T,みずほフィナンシャルグループ,7930.0,58.0,202.197,216.35,判定なし,0
8591.T,オリックス,6203.0,53.0,80.675,93.861,判定なし,0
8769.T,アドバンスクリエイト,486.0,47.7,3.743,5.46,判定なし,0
8802.T,三菱地所,4112.0,47.5,22.789,20.623,25MAタッチ（反発候補）,50
9020.T,JR東日本,3624.0,63.5,41.942,20.163,判定なし,20
9022.T,JR東海,3766.0,70.9,71.093,41.837,ボックス上限タッチ（天井候補）,20
9021.T,JR西日本,2995.5,71.9,86.746,66.25,判定なし,20
AAPL,Apple,333.3,89.9,7.881,4.657,ボックス上限タッチ（天井候補）,20
MSFT,Microsoft,401.1,77.5,-1.51,-5.003,判定なし,20
AMZN,Amazon,249.9,75.6,0.569,-1.377,判定なし,20
NVDA,NVIDIA,207.4,60.3,0.376,-1.315,判定なし,20
META,Meta Platforms,664.5,72.9,19.994,9.079,判定なし,20
GOOGL,Alphabet Class A,354.5,56.1,-1.162,-2.011,判定なし,20
GOOG,Alphabet Class C,353.8,56.4,-0.907,-1.926,25MAタッチ（反発候補）,50
TSLA,Tesla,391.1,54.8,-2.373,-1.554,判定なし,0
UNH,UnitedHealth Group,423.4,54.4,8.082,9.679,判定なし,0
XOM,Exxon Mobil,145.9,68.1,-0.421,-1.8,ボックス上限タッチ（天井候補）,20
JNJ,Johnson & Johnson,250.0,54.0,4.839,6.345,25MAタッチ（反発候補）,30
JPM,JPMorgan Chase,343.1,58.8,7.245,6.893,判定なし,20
V,Visa,365.1,75.1,8.467,7.417,ボックス上限タッチ（天井候補）,20
PG,Procter & Gamble,151.5,55.3,0.463,0.609,判定なし,0
MA,Mastercard,551.5,79.4,12.401,9.468,ボックス上限タッチ（天井候補）,20
HD,Home Depot,348.0,52.4,4.586,5.762,判定なし,0
CVX,Chevron,183.9,68.2,-0.128,-2.103,ボックス上限タッチ（天井候補）,20
MRK,Merck,127.6,53.3,1.783,2.192,判定なし,0
ABBV,AbbVie,254.4,62.5,6.908,7.925,判定なし,0
PEP,PepsiCo,139.4,49.9,-1.771,-1.575,判定なし,0
KO,Coca-Cola,84.9,64.0,1.011,0.942,ボックス上限タッチ（天井候補）,20
AVGO,Broadcom,374.5,48.4,-3.457,-5.364,判定なし,20
COST,Costco,945.6,51.0,-13.744,-14.518,25MAタッチ（反発候補）,50
WMT,Walmart,114.9,48.1,-1.734,-2.183,25MAタッチ（反発候補）,50
BAC,Bank of America,61.5,67.4,1.699,1.589,ボックス上限タッチ（天井候補）,20
DIS,Disney,99.7,57.9,-0.872,-1.059,判定なし,20
MCD,McDonald's,273.5,58.5,-2.051,-1.771,25MAタッチ（反発候補）,30
CSCO,Cisco Systems,109.7,38.7,-0.418,0.434,判定なし,10
PFE,Pfizer,25.1,67.1,-0.225,-0.369,判定なし,20
TMO,Thermo Fisher Scientific,543.2,71.4,15.56,12.965,ボックス上限タッチ（天井候補）,20
ACN,Accenture,144.6,68.3,-5.353,-7.999,判定なし,20
DHR,Danaher,205.0,64.8,5.373,4.566,ボックス上限タッチ（天井候補）,20
LIN,Linde,520.7,49.2,2.886,4.765,25MAタッチ（反発候補）,30
WFC,Wells Fargo,88.1,59.8,1.653,1.64,ボックス上限タッチ（天井候補）,20
TXN,Texas Instruments,291.2,41.3,0.578,1.584,判定なし,0
UPS,United Parcel Service,117.2,71.5,2.301,1.819,ボックス上限タッチ（天井候補）,20
NEE,NextEra Energy,89.3,57.1,0.397,0.109,ボックス上限タッチ（天井候補）,20
RTX,RTX Corp,194.4,62.5,3.509,3.776,判定なし,0
IBM,IBM,219.1,37.4,-6.853,2.219,判定なし,10
INTC,Intel,97.0,26.4,-3.902,-0.325,判定なし,20
AMD,Advanced Micro Devices,500.9,45.2,10.978,17.277,判定なし,0
NFLX,Netflix,74.3,59.7,-1.968,-2.391,判定なし,20
QCOM,Qualcomm,170.6,25.9,-8.001,-6.397,ボックス下限タッチ（底候補）,50
SBUX,Starbucks,108.4,63.3,1.567,1.206,ボックス上限タッチ（天井候補）,20
AMAT,Applied Materials,560.9,37.7,12.95,25.372,判定なし,10
LOW,Lowe's,216.2,42.8,-2.191,-1.427,25MAタッチ（反発候補）,30
CAT,Caterpillar,877.2,26.0,-4.6,10.063,ボックス下限タッチ（底候補）,50
BLK,BlackRock,1087.1,74.6,9.875,-1.85,判定なし,20
GE,General Electric,345.7,30.9,5.679,9.933,判定なし,10
HON,Honeywell,226.3,35.9,-2.695,-2.178,判定なし,10
BA,Boeing,214.3,46.1,-0.895,-0.043,ボックス下限タッチ（底候補）,30
MDT,Medtronic,83.6,58.4,0.877,0.872,判定なし,20
SPGI,S&P Global,457.4,83.7,13.753,9.732,ボックス上限タッチ（天井候補）,20
GS,Goldman Sachs,1095.5,54.7,20.117,14.119,判定なし,20
PLD,Prologis,150.1,68.4,0.653,-0.15,ボックス上限タッチ（天井候補）,20
ADBE,Adobe,235.3,80.4,0.535,-3.149,ボックス上限タッチ（天井候補）,20
NOW,ServiceNow,104.0,68.8,1.03,0.829,判定なし,20
BKNG,Booking Holdings,184.6,58.3,2.893,2.931,判定なし,0
ISRG,Intuitive Surgical,402.3,51.0,-5.818,-4.738,判定なし,0
LMT,Lockheed Martin,513.5,54.5,-1.471,-1.101,判定なし,0
EL,Estee Lauder,82.8,54.1,-0.462,-0.415,25MAタッチ（反発候補）,30
MO,Altria,73.0,49.3,0.32,0.467,判定なし,0
DE,Deere,599.0,38.6,2.743,6.71,25MAタッチ（反発候補）,40
C,Citigroup,131.7,29.8,0.04,1.603,ボックス下限タッチ（底候補）,50
T,AT&T,22.0,48.6,-0.46,-0.663,判定なし,20
VZ,Verizon,43.9,42.6,-0.77,-0.96,25MAタッチ（反発候補）,50
FDX,FedEx,318.2,39.2,-1.952,-1.754,25MAタッチ（反発候補）,40
SO,Southern Company,96.1,50.5,0.557,0.709,25MAタッチ（反発候補）,30
DUK,Duke Energy,126.1,47.8,0.285,0.506,25MAタッチ（反発候補）,30
AEP,American Electric Power,133.1,41.2,0.909,1.425,25MAタッチ（反発候補）,30
REGN,Regeneron,678.9,71.5,8.876,4.079,ボックス上限タッチ（天井候補）,20
GILD,Gilead Sciences,136.3,67.6,1.434,0.777,判定なし,20
VRTX,Vertex Pharmaceuticals,486.0,52.5,8.214,12.42,判定なし,0
CSX,CSX Corp,50.9,78.0,1.007,0.839,ボックス上限タッチ（天井候補）,20
NSC,Norfolk Southern,338.1,82.3,5.655,3.864,ボックス上限タッチ（天井候補）,20
BDX,Becton Dickinson,159.9,60.5,2.033,1.633,ボックス上限タッチ（天井候補）,20
CL,Colgate-Palmolive,94.1,57.4,0.864,0.997,判定なし,0
MNST,Monster Beverage,99.9,65.1,2.24,2.351,ボックス上限タッチ（天井候補）,0
KDP,Keurig Dr Pepper,31.4,44.8,0.097,0.357,25MAタッチ（反発候補）,30
WM,Waste Management,242.2,70.7,4.725,3.618,ボックス上限タッチ（天井候補）,20
ADP,Automatic Data Processing,256.6,80.6,7.905,6.107,ボックス上限タッチ（天井候補）,20
ORCL,Oracle,124.2,22.9,-14.961,-13.973,ボックス下限タッチ（底候補）,50
CRM,Salesforce,172.7,72.8,-0.322,-2.183,判定なし,20
PANW,Palo Alto Networks,354.0,68.2,20.869,21.079,判定なし,0
FTNT,Fortinet,160.8,59.7,6.877,7.318,判定なし,0
HCA,HCA Healthcare,385.7,49.5,-1.92,-0.016,判定なし,0
LRCX,Lam Research,321.0,35.3,-2.718,5.32,判定なし,10
MU,Micron Technology,853.2,21.0,-9.342,20.362,判定なし,20
ZTS,Zoetis,76.9,47.2,-1.685,-2.276,25MAタッチ（反発候補）,50
MAR,Marriott,371.1,43.4,-3.013,-1.552,判定なし,0
ETN,Eaton,396.3,42.1,0.116,0.932,判定なし,0
EMR,Emerson Electric,139.1,37.0,-1.339,-0.793,判定なし,10
ROST,Ross Stores,232.7,70.4,-0.347,-1.909,判定なし,20
TJX,TJX Companies,154.8,49.1,-2.039,-1.816,判定なし,0
