銘柄コード,銘柄名,終値,RSI,MACD,Signal,判定,反発確度スコア
6754.T,アンリツ,3651.0,38.1,-119.747,-88.898,判定なし,10
6762.T,TDK,2927.5,28.4,-161.309,-129.898,判定なし,20
6770.T,アルプスアルパイン,2207.0,70.5,20.583,4.295,判定なし,20
6841.T,横河電機,5655.0,50.4,103.161,93.729,25MAタッチ（反発候補）,50
6857.T,アドバンテスト,25510.0,41.5,-360.373,25.544,判定なし,0
6954.T,ファナック,6373.0,37.9,-181.303,-144.481,ボックス下限タッチ（底候補）,40
6971.T,京セラ,3617.0,43.8,34.683,48.045,判定なし,0
7011.T,三菱重工業,3805.0,38.9,11.747,1.523,25MAタッチ（反発候補）,60
7012.T,川崎重工業,2674.5,33.2,-61.606,-65.556,判定なし,30
7201.T,日産自動車,337.4,59.2,1.215,-2.411,判定なし,20
7267.T,ホンダ,1612.0,56.8,34.286,31.095,ボックス上限タッチ（天井候補）,20
7270.T,SUBARU,2680.0,62.2,42.147,25.865,判定なし,20
7731.T,ニコン,1956.0,35.0,8.881,37.165,ボックス下限タッチ（底候補）,40
7733.T,オリンパス,1802.0,51.9,14.272,10.59,判定なし,20
7751.T,キヤノン,4478.0,59.2,93.539,73.09,判定なし,20
8031.T,三井物産,4890.0,61.1,24.852,-29.225,判定なし,20
8113.T,ユニ・チャーム,1004.5,53.7,12.902,11.099,ボックス上限タッチ（天井候補）,20
8267.T,イオン,1420.0,43.9,-4.246,-6.258,判定なし,20
8308.T,りそなHD,2265.0,44.6,45.639,53.442,25MAタッチ（反発候補）,30
8411.T,みずほフィナンシャルグループ,8210.0,49.7,198.911,216.307,25MAタッチ（反発候補）,30
8591.T,オリックス,6400.0,49.5,91.668,96.188,25MAタッチ（反発候補）,30
8769.T,アドバンスクリエイト,502.0,42.6,5.323,5.409,25MAタッチ（反発候補）,30
8802.T,三菱地所,4050.0,35.2,-11.942,7.211,判定なし,10
9020.T,JR東日本,3829.0,73.1,73.445,47.764,ボックス上限タッチ（天井候補）,20
9022.T,JR東海,4090.0,79.5,129.373,89.095,ボックス上限タッチ（天井候補）,20
9021.T,JR西日本,3128.0,71.6,89.518,78.194,ボックス上限タッチ（天井候補）,20
AAPL,Apple,336.9,72.1,8.931,7.823,ボックス上限タッチ（天井候補）,20
MSFT,Microsoft,389.1,50.2,-1.019,-1.435,判定なし,20
AMZN,Amazon,231.4,34.2,-2.302,-0.85,ボックス下限タッチ（底候補）,40
NVDA,NVIDIA,196.5,49.7,-0.01,0.077,判定なし,0
META,Meta Platforms,593.9,44.7,4.676,10.859,判定なし,0
GOOGL,Alphabet Class A,326.6,30.8,-8.818,-5.176,判定なし,10
GOOG,Alphabet Class C,326.6,32.0,-8.202,-4.736,判定なし,10
TSLA,Tesla,309.2,17.2,-19.541,-10.097,判定なし,20
UNH,UnitedHealth Group,417.6,43.1,4.947,7.126,判定なし,0
XOM,Exxon Mobil,154.8,74.2,3.223,1.372,判定なし,20
JNJ,Johnson & Johnson,266.0,48.7,4.621,4.454,判定なし,20
JPM,JPMorgan Chase,356.2,65.7,7.967,7.214,ボックス上限タッチ（天井候補）,20
V,Visa,362.5,59.2,6.302,6.971,ボックス上限タッチ（天井候補）,0
PG,Procter & Gamble,148.6,43.9,0.273,0.373,25MAタッチ（反発候補）,30
MA,Mastercard,551.7,59.6,10.827,10.871,ボックス上限タッチ（天井候補）,0
HD,Home Depot,336.1,40.1,0.176,2.459,判定なし,0
CVX,Chevron,190.0,76.1,3.85,1.983,判定なし,20
MRK,Merck,130.8,53.6,2.353,2.06,判定なし,20
ABBV,AbbVie,256.9,55.6,6.704,7.048,判定なし,0
PEP,PepsiCo,139.8,40.2,-1.627,-1.848,25MAタッチ（反発候補）,50
KO,Coca-Cola,84.1,50.1,0.435,0.568,判定なし,0
AVGO,Broadcom,383.2,55.0,-1.758,-2.987,25MAタッチ（反発候補）,50
COST,Costco,951.6,51.9,-7.193,-10.743,判定なし,20
WMT,Walmart,111.7,50.5,-1.956,-1.981,判定なし,20
BAC,Bank of America,62.1,63.0,1.539,1.573,判定なし,0
DIS,Disney,96.7,47.5,-1.054,-1.027,25MAタッチ（反発候補）,30
MCD,McDonald's,270.7,37.0,-3.078,-2.878,25MAタッチ（反発候補）,40
CSCO,Cisco Systems,114.6,54.9,-0.784,-0.641,25MAタッチ（反発候補）,30
PFE,Pfizer,24.7,68.5,-0.0,-0.121,判定なし,20
TMO,Thermo Fisher Scientific,559.5,67.7,17.357,14.865,判定なし,20
ACN,Accenture,154.1,62.8,-0.855,-3.599,判定なし,20
DHR,Danaher,196.5,51.8,1.629,2.835,判定なし,0
LIN,Linde,507.0,28.3,-2.482,-0.071,ボックス下限タッチ（底候補）,50
WFC,Wells Fargo,87.3,50.3,1.069,1.327,判定なし,0
TXN,Texas Instruments,279.4,41.8,-4.235,-1.954,判定なし,0
UPS,United Parcel Service,112.9,52.1,1.979,2.186,判定なし,0
NEE,NextEra Energy,88.8,52.1,0.464,0.357,25MAタッチ（反発候補）,50
RTX,RTX Corp,218.4,71.0,5.831,4.009,ボックス上限タッチ（天井候補）,20
IBM,IBM,216.3,16.1,-16.96,-12.069,判定なし,20
INTC,Intel,91.7,32.5,-6.226,-4.431,判定なし,10
AMD,Advanced Micro Devices,495.0,45.7,3.73,8.655,判定なし,0
NFLX,Netflix,70.4,29.7,-2.541,-2.6,判定なし,40
QCOM,Qualcomm,170.0,36.6,-8.361,-8.005,判定なし,10
SBUX,Starbucks,103.7,50.1,0.496,0.907,25MAタッチ（反発候補）,30
AMAT,Applied Materials,516.9,43.0,-6.155,4.302,判定なし,0
LOW,Lowe's,211.6,41.8,-3.032,-2.956,25MAタッチ（反発候補）,30
CAT,Caterpillar,873.3,32.0,-17.429,-10.119,判定なし,10
BLK,BlackRock,1062.1,60.1,11.002,8.314,判定なし,20
GE,General Electric,361.6,46.4,1.539,3.206,25MAタッチ（反発候補）,30
HON,Honeywell,245.8,71.9,2.342,-0.284,判定なし,20
BA,Boeing,211.5,24.0,-3.322,-2.412,判定なし,20
MDT,Medtronic,84.2,51.2,0.87,0.846,判定なし,20
SPGI,S&P Global,439.8,48.2,7.928,9.896,判定なし,0
GS,Goldman Sachs,1048.2,50.8,8.706,13.051,判定なし,0
PLD,Prologis,147.3,57.0,1.497,1.122,判定なし,20
ADBE,Adobe,237.8,59.3,1.626,0.385,判定なし,20
NOW,ServiceNow,105.6,44.2,-0.897,-0.301,判定なし,0
BKNG,Booking Holdings,186.8,54.8,1.947,2.171,ボックス上限タッチ（天井候補）,0
ISRG,Intuitive Surgical,356.8,30.6,-19.509,-14.943,判定なし,10
LMT,Lockheed Martin,580.0,68.9,9.447,1.951,判定なし,20
EL,Estee Lauder,83.2,46.4,-0.425,-0.42,判定なし,0
MO,Altria,72.9,49.7,0.48,0.513,25MAタッチ（反発候補）,30
DE,Deere,625.0,61.6,6.156,4.166,判定なし,20
C,Citigroup,133.1,36.5,-1.48,-0.759,判定なし,10
T,AT&T,24.4,87.5,0.316,-0.122,ボックス上限タッチ（天井候補）,20
VZ,Verizon,47.3,83.0,0.263,-0.329,ボックス上限タッチ（天井候補）,20
FDX,FedEx,310.8,48.0,-1.484,-1.639,判定なし,20
SO,Southern Company,96.5,46.9,0.445,0.43,25MAタッチ（反発候補）,50
DUK,Duke Energy,128.8,51.8,0.848,0.529,判定なし,20
AEP,American Electric Power,133.6,39.6,0.301,0.506,25MAタッチ（反発候補）,40
REGN,Regeneron,667.2,45.6,6.241,6.848,判定なし,0
GILD,Gilead Sciences,130.5,38.4,0.571,0.895,25MAタッチ（反発候補）,40
VRTX,Vertex Pharmaceuticals,479.0,22.5,1.896,5.367,判定なし,20
CSX,CSX Corp,51.8,68.0,1.291,1.086,判定なし,20
NSC,Norfolk Southern,343.4,66.6,8.152,6.556,判定なし,20
BDX,Becton Dickinson,158.9,53.8,1.803,1.72,判定なし,20
CL,Colgate-Palmolive,92.0,43.4,0.317,0.565,25MAタッチ（反発候補）,30
MNST,Monster Beverage,95.3,45.8,0.629,1.338,25MAタッチ（反発候補）,30
KDP,Keurig Dr Pepper,30.1,39.3,-0.291,-0.073,判定なし,10
WM,Waste Management,238.8,52.0,4.154,4.201,判定なし,0
ADP,Automatic Data Processing,255.0,58.6,6.429,6.719,判定なし,0
ORCL,Oracle,119.9,33.2,-13.807,-14.152,判定なし,30
CRM,Salesforce,173.6,53.2,-0.078,-0.559,判定なし,20
PANW,Palo Alto Networks,317.3,41.8,9.71,15.81,判定なし,0
FTNT,Fortinet,152.4,42.6,2.498,4.695,判定なし,0
HCA,HCA Healthcare,389.6,35.9,-4.275,-3.975,25MAタッチ（反発候補）,40
LRCX,Lam Research,291.6,38.7,-12.308,-6.479,判定なし,10
MU,Micron Technology,900.2,46.5,-14.769,-7.483,判定なし,0
ZTS,Zoetis,76.9,55.2,-0.793,-1.313,ボックス上限タッチ（天井候補）,20
MAR,Marriott,383.1,51.7,-1.464,-2.469,ボックス上限タッチ（天井候補）,20
ETN,Eaton,398.6,51.8,-0.523,-0.051,判定なし,0
EMR,Emerson Electric,149.3,71.0,0.958,-0.301,ボックス上限タッチ（天井候補）,20
ROST,Ross Stores,243.4,80.4,4.195,1.967,ボックス上限タッチ（天井候補）,20
TJX,TJX Companies,156.4,56.9,-0.653,-1.178,判定なし,20
